term,id,fk,smog,consen,ar,fkg,fks,lwf
diabetes,29290500,,19.0,,22.1,19.0,14.33,18.6666666667
diabetes,29290474,,10.4,,10.2,8.0,53.88,6.78571428571
diabetes,29290465,,17.8,,20.7,16.5,10.09,8.83333333333
diabetes,29290461,,13.6,,13.0,11.8,33.2,6.625
diabetes,29290409,,16.8,,16.0,15.3,24.17,11.0
diabetes,29290367,,12.6,,11.5,10.6,41.56,11.6
diabetes,29290364,,13.8,,13.5,11.9,38.32,8.5
diabetes,29290360,,15.6,,16.4,15.1,24.58,8.58333333333
diabetes,29290356,,11.3,,9.8,7.9,59.5,9.0
diabetes,29290354,,13.7,,14.5,12.2,37.5,8.66666666667
diabetes,29290350,,14.8,,15.8,13.5,28.84,9.0
diabetes,29290310,,13.7,,13.5,11.6,44.34,13.75
diabetes,29290214,,17.6,,20.8,17.2,24.51,14.5
diabetes,29290071,,11.1,,11.7,8.8,57.06,5.625
diabetes,29290042,,17.7,,18.5,15.8,17.23,12.375
diabetes,29290026,,13.6,,13.3,10.7,46.67,11.2
diabetes,29290012,,17.1,,22.3,16.9,19.91,11.2
diabetes,29290007,,10.5,,8.1,6.2,69.38,7.0
diabetes,29290003,,15.8,,18.8,14.7,25.59,11.8
diabetes,29289989,,15.8,,16.6,14.6,25.9,8.58333333333
diabetes,29289983,,16.5,,17.8,15.0,30.2,11.6
diabetes,29289980,,11.2,,10.3,7.3,60.92,8.33333333333
diabetes,29289892,,15.9,,17.5,15.9,27.86,14.0
diabetes,29289697,,16.4,,18.1,14.4,31.82,13.875
diabetes,29289692,,18.2,,17.9,17.1,8.67,10.5
diabetes,29289646,,16.1,,18.4,15.1,29.89,12.0
diabetes,29289645,,18.7,,23.5,17.9,17.37,14.25
diabetes,29289592,,13.9,,15.8,13.5,17.91,5.875
diabetes,29289556,,17.4,,19.8,16.7,9.69,6.66666666667
diabetes,29289546,,15.8,,17.2,13.7,28.23,10.5
diabetes,29289541,,13.4,,13.3,11.2,40.14,5.6875
diabetes,29289540,,12.9,,14.1,9.8,49.11,10.5
diabetes,29289537,,10.8,,9.5,7.7,60.01,8.3
diabetes,29289467,,9.7,,9.2,6.9,62.04,3.86363636364
diabetes,29289454,,11.8,,10.3,8.6,52.36,3.36363636364
diabetes,29289437,,20.3,,23.0,20.2,11.28,13.125
diabetes,29289402,,17.9,,19.7,16.7,20.42,9.0
diabetes,29289400,,16.7,,17.4,14.6,31.31,10.7
diabetes,29289383,,14.2,,15.5,12.1,37.81,10.9
diabetes,29289263,,8.6,,7.4,5.4,66.1,4.5
diabetes,29288890,,15.8,,15.0,14.9,14.25,10.5833333333
diabetes,29288832,,12.3,,10.5,9.2,50.73,4.38888888889
diabetes,29288826,,18.5,,22.3,17.7,12.46,12.7
diabetes,29288740,,15.3,,17.0,13.3,29.25,12.875
diabetes,29288716,,17.8,,18.6,16.5,21.02,14.0
diabetes,29288691,,16.3,,19.1,14.8,19.87,5.78571428571
diabetes,29288667,,17.3,,19.8,17.4,13.28,11.1
diabetes,29288656,,19.0,,22.0,17.8,12.06,10.6
diabetes,29288643,,15.8,,19.6,15.1,19.16,15.875
diabetes,29288641,,13.5,,13.1,11.3,45.35,7.91666666667
diabetes,29288632,,15.0,,18.8,14.4,20.89,12.5
diabetes,29288571,,13.3,,13.3,9.9,48.91,4.6875
diabetes,29288564,,16.3,,17.8,14.5,36.83,14.375
diabetes,29288558,,11.5,,12.5,8.7,51.95,8.9
diabetes,29288549,,13.4,,14.5,11.8,38.52,8.25
diabetes,29288528,,15.1,,15.8,13.5,28.84,11.2
diabetes,29288524,,13.4,,14.4,12.3,31.99,11.0
diabetes,29288406,,12.6,,11.2,9.5,55.34,12.875
diabetes,29288374,,12.8,,12.5,9.9,43.39,7.66666666667
diabetes,29288332,,15.4,,15.8,12.3,42.72,8.08333333333
diabetes,29288273,,13.1,,14.6,12.2,32.19,11.5
diabetes,29288268,,16.0,,17.8,15.2,13.65,5.5625
diabetes,29288266,,15.5,,16.1,13.1,35.27,11.2
diabetes,29288260,,13.5,,13.0,10.9,46.37,10.9
diabetes,29288173,,14.5,,13.4,12.2,32.09,10.9
diabetes,29288095,,18.3,,20.9,16.4,15.81,7.16666666667
diabetes,29288081,,17.0,,20.1,16.5,20.82,13.875
diabetes,29287992,,11.4,,11.9,9.1,45.62,5.5625
diabetes,29287943,,21.3,,24.7,20.9,-1.28,15.25
diabetes,29287921,,14.2,,15.2,12.9,35.78,10.75
diabetes,29287894,,13.0,,13.3,11.0,40.65,7.83333333333
diabetes,29287842,,10.7,,11.1,8.5,52.46,6.85714285714
diabetes,29287841,,12.2,,12.3,9.3,50.43,12.5
diabetes,29287840,,12.2,,12.4,9.8,49.21,5.0
diabetes,29287839,,12.2,,10.9,10.1,43.09,11.8
diabetes,29287838,,18.6,,20.5,17.2,18.99,10.9
diabetes,29287685,,17.3,,20.6,16.7,25.73,12.375
diabetes,29287392,,14.0,,14.7,11.8,43.93,11.4
diabetes,29287218,,12.3,,13.6,10.6,41.66,10.0833333333
diabetes,29287106,,15.5,,13.2,12.4,36.89,6.5
diabetes,29287071,,15.2,,16.1,13.5,34.15,6.64285714286
diabetes,29286590,,12.2,,12.9,10.5,41.97,8.8
diabetes,29286520,,14.8,,17.6,12.9,40.99,16.8333333333
diabetes,29286478,,16.0,,16.9,13.1,40.48,10.1
diabetes,29286468,,17.1,,17.9,15.8,28.06,10.8
diabetes,29286405,,17.4,,19.9,16.5,15.51,11.1
diabetes,29286392,,15.8,,17.7,14.5,26.2,7.33333333333
diabetes,29286343,,18.9,,18.8,17.1,8.67,11.1
diabetes,29286329,,14.6,,17.1,14.1,21.7,7.83333333333
diabetes,29286319,,19.3,,22.9,18.8,14.93,15.0
diabetes,29286316,,18.5,,23.1,18.3,16.25,14.0
diabetes,29286314,,17.7,,20.0,17.7,23.09,13.5
diabetes,29286118,,18.1,,21.5,16.5,20.82,15.5
diabetes,29286097,,13.7,,12.9,10.5,47.38,6.0625
diabetes,29286091,,18.5,,20.9,17.3,18.89,8.6
diabetes,29286050,,19.9,,20.7,18.4,15.95,12.75
diabetes,29286031,,15.2,,22.7,12.3,47.93,10.1
diabetes,29285942,,16.8,,18.5,15.4,23.87,11.7
diabetes,29285837,,13.2,,13.5,10.9,46.17,8.16666666667
diabetes,29285823,,13.5,,14.0,11.1,45.66,11.3
diabetes,29285813,,15.2,,15.5,12.9,35.68,11.2
diabetes,29285800,,16.2,,15.7,13.8,22.51,5.8125
diabetes,29285796,,10.3,,10.5,7.3,61.02,7.66666666667
diabetes,29285793,,15.2,,17.5,13.3,29.25,10.3
diabetes,29285778,,15.8,,19.3,14.5,31.41,15.0
diabetes,29285726,,10.5,,11.1,7.5,60.41,13.5
diabetes,29285723,,13.9,,13.5,10.9,46.27,6.25
diabetes,29285684,,16.9,,20.1,15.2,18.96,6.14285714286
diabetes,29285488,,13.8,,16.6,12.7,30.77,8.91666666667
diabetes,29285460,,11.9,,10.5,10.0,43.19,4.77777777778
diabetes,29285459,,16.3,,15.1,14.6,20.38,6.83333333333
diabetes,29285458,,18.2,,21.7,17.5,18.28,14.125
diabetes,29285456,,15.6,,18.8,15.0,35.61,13.75
diabetes,29285455,,15.0,,18.2,12.4,42.41,8.5
diabetes,29285453,,14.7,,15.2,12.8,35.88,11.4
diabetes,29285452,,11.9,,9.1,8.2,58.69,13.375
diabetes,29285451,,13.5,,14.4,11.3,39.84,7.58333333333
diabetes,29285450,,12.7,,12.8,10.7,35.95,7.16666666667
diabetes,29285448,,11.8,,11.6,9.6,44.3,5.875
diabetes,29285445,,12.8,,12.8,10.7,41.46,7.33333333333
diabetes,29285442,,12.3,,12.2,9.9,54.32,13.5
diabetes,29285439,,12.9,,11.8,10.6,41.77,7.25
diabetes,29285438,,8.7,,5.7,5.9,64.67,6.75
diabetes,29285424,,17.6,,18.1,16.6,15.2,7.08333333333
diabetes,29285328,,13.7,,14.4,12.1,37.71,7.66666666667
diabetes,29285313,,16.6,,18.3,16.1,11.11,7.83333333333
diabetes,29285284,,13.7,,15.0,12.1,43.22,6.85714285714
diabetes,29285243,,14.7,,14.7,12.9,30.26,8.33333333333
diabetes,29285214,,15.2,,16.7,13.4,39.87,10.3
diabetes,29285211,,16.0,,16.7,14.7,25.49,14.875
diabetes,29285207,,13.4,,16.2,12.0,43.43,13.25
diabetes,29285175,,18.9,,25.1,19.2,8.5,14.125
diabetes,29285153,,13.4,,17.5,13.7,44.27,10.4
diabetes,29285131,,13.4,,16.6,13.7,38.96,11.1
diabetes,29285097,,19.8,,25.4,19.7,18.02,26.75
diabetes,29285095,,14.8,,18.0,13.9,38.35,7.66666666667
diabetes,29285058,,13.3,,13.3,10.4,47.69,8.16666666667
diabetes,29285020,,15.5,,16.7,14.0,32.94,14.375
diabetes,29285015,,15.1,,16.9,13.4,34.46,8.75
diabetes,29285014,,16.7,,17.1,15.2,24.27,7.66666666667
diabetes,29285009,,14.2,,14.6,12.2,42.82,7.83333333333
diabetes,29284999,,11.9,,11.4,9.4,50.23,3.41666666667
diabetes,29284990,,16.2,,17.3,14.5,26.1,13.375
diabetes,29284966,,13.6,,12.3,11.3,45.15,8.41666666667
diabetes,29284910,,15.2,,19.2,14.8,36.02,11.9
diabetes,29284901,,14.6,,13.8,12.0,43.43,6.35714285714
diabetes,29284787,,12.6,,14.3,11.0,40.75,8.8
diabetes,29284782,,11.9,,10.1,9.3,50.53,10.4166666667
diabetes,29284738,,13.9,,17.0,11.9,38.21,10.4
diabetes,29284719,,12.1,,12.3,9.3,50.33,12.875
diabetes,29284718,,16.6,,18.5,15.2,29.69,13.375
diabetes,29284715,,19.0,,21.9,18.8,15.04,18.6666666667
diabetes,29284676,,14.7,,14.9,13.9,33.14,11.4
diabetes,29284671,,14.1,,14.2,11.7,38.92,10.1
diabetes,29284659,,17.0,,19.9,15.6,33.99,13.875
diabetes,29284607,,14.3,,16.1,12.5,36.69,9.0
diabetes,29284570,,14.8,,16.3,11.5,44.85,7.58333333333
diabetes,29284569,,10.7,,12.0,7.9,54.08,3.29166666667
diabetes,29284568,,13.3,,13.3,9.7,60.14,12.625
diabetes,29284565,,12.0,,10.8,9.5,49.82,11.7
diabetes,29284562,,11.8,,11.5,10.1,48.4,6.78571428571
diabetes,29284561,,11.9,,9.7,8.5,63.19,8.1
diabetes,29284543,,16.9,,17.2,14.4,31.82,12.5
diabetes,29284530,,14.3,,16.7,13.0,35.37,8.83333333333
diabetes,29284520,,15.4,,16.7,13.5,34.26,12.1
diabetes,29284491,,17.4,,18.3,15.6,28.77,10.5
diabetes,29284464,,11.9,,12.1,9.3,50.33,8.5
diabetes,29284436,,12.2,,14.3,10.5,47.38,15.625
diabetes,29284354,,13.2,,13.1,11.1,40.24,14.5
diabetes,29284353,,19.4,,20.3,17.6,18.18,12.25
diabetes,29284324,,13.4,,14.3,12.2,37.5,10.4
diabetes,29284322,,14.0,,13.2,11.2,40.14,11.75
diabetes,29284290,,12.2,,10.0,8.3,63.9,6.66666666667
diabetes,29284282,,15.1,,16.8,13.8,33.34,13.0
diabetes,29284179,,12.5,,12.0,9.6,60.55,12.625
diabetes,29284159,,10.5,,9.8,7.5,55.1,4.66666666667
diabetes,29284155,,11.2,,10.8,9.2,45.22,13.0
diabetes,29284152,,16.6,,18.3,15.1,24.68,7.5
diabetes,29284058,,15.2,,15.3,12.9,35.68,16.25
diabetes,29284024,,15.6,,17.2,15.5,18.25,12.3
diabetes,29284021,,16.2,,16.9,15.1,19.06,10.7
diabetes,29283972,,13.7,,14.9,11.9,33.0,7.0
diabetes,29283920,,11.4,,11.6,9.0,51.34,7.58333333333
diabetes,29283912,,17.5,,21.4,17.3,13.58,13.6666666667
diabetes,29283909,,18.4,,22.4,17.5,7.56,10.3
diabetes,29283894,,14.3,,14.9,12.4,37.1,12.0
diabetes,29283613,,14.8,,16.8,13.6,23.02,8.6
diabetes,29283609,,13.4,,12.9,11.1,40.45,11.375
diabetes,29283509,,18.5,,21.2,17.5,12.97,14.25
diabetes,29283470,,11.7,,12.9,8.9,56.76,7.75
diabetes,29283422,,16.6,,20.8,16.2,11.01,7.91666666667
diabetes,29283418,,16.3,,20.2,16.2,27.15,11.0
diabetes,29283401,,12.0,,10.7,9.5,49.92,12.4
diabetes,29283331,,17.1,,18.4,16.5,20.92,12.75
diabetes,29283239,,14.9,,13.4,11.6,44.34,6.58333333333
diabetes,29283208,,16.2,,18.9,15.2,24.27,7.66666666667
diabetes,29283073,,16.4,,18.2,15.8,17.34,8.41666666667
diabetes,29283060,,18.7,,21.1,17.3,18.89,19.1666666667
diabetes,29283045,,17.8,,20.5,17.8,12.16,13.25
diabetes,29282998,,13.8,,14.6,11.7,38.72,7.08333333333
diabetes,29282838,,15.7,,17.6,14.8,20.08,8.33333333333
diabetes,29282818,,11.1,,8.2,6.4,68.77,10.875
diabetes,29282764,,16.6,,19.0,15.6,28.77,13.875
diabetes,29282723,,11.9,,10.9,9.0,51.24,5.85714285714
diabetes,29282633,,12.0,,14.3,8.5,57.87,6.42857142857
diabetes,29282632,,12.0,,12.8,9.3,55.74,7.16666666667
diabetes,29282544,,15.1,,15.6,13.3,40.08,8.25
diabetes,29282509,,9.7,,7.2,5.3,71.71,3.34615384615
diabetes,29282506,,16.3,,17.6,15.7,12.33,12.4
diabetes,29282412,,15.9,,17.5,14.9,30.4,13.5
diabetes,29282395,,13.7,,13.1,11.0,40.75,7.07142857143
diabetes,29282365,,13.4,,12.9,10.8,41.06,7.0
diabetes,29282357,,14.8,,14.7,12.4,31.48,8.5
diabetes,29282307,,16.1,,18.2,14.7,25.49,10.7
diabetes,29282297,,15.9,,18.7,13.9,27.62,12.4
diabetes,29282295,,13.2,,15.8,12.3,42.72,13.5
diabetes,29282203,,12.2,,11.9,9.7,49.52,10.7
diabetes,29282201,,16.3,,19.3,15.3,29.38,12.625
diabetes,29282200,,13.7,,11.8,10.4,47.49,10.2
diabetes,29282199,,14.3,,16.0,12.6,25.76,5.16666666667
diabetes,29282192,,15.9,,17.8,15.8,11.92,7.58333333333
diabetes,29282137,,13.2,,13.3,10.1,48.3,13.875
diabetes,29282129,,13.0,,13.1,9.9,49.01,4.2
diabetes,29282119,,17.3,,19.1,15.6,23.36,14.0
diabetes,29282052,,15.8,,16.1,13.6,33.75,8.0
diabetes,29282017,,12.7,,11.3,9.4,55.54,6.85714285714
diabetes,29282004,,12.8,,12.6,10.2,48.09,7.5
diabetes,29281989,,13.9,,13.8,11.0,40.55,11.1
diabetes,29281934,,15.3,,17.5,14.7,20.18,10.6
diabetes,29281898,,10.2,,8.6,5.4,71.41,2.81818181818
diabetes,29281893,,11.4,,9.8,8.5,52.46,5.625
diabetes,29281890,,18.9,,21.5,18.0,16.96,14.0
diabetes,29281762,,12.5,,13.0,9.7,49.31,4.55
diabetes,29281744,,16.2,,17.7,14.6,31.31,12.3
diabetes,29281690,,13.1,,12.3,10.8,41.16,7.0
diabetes,29281605,,14.6,,16.9,13.3,40.08,8.7
diabetes,29281559,,15.4,,14.9,13.3,34.56,19.3333333333
diabetes,29281341,,24.0,,37.6,26.0,-9.06,24.5
diabetes,29281256,,15.9,,17.3,13.4,34.36,10.3
diabetes,29281182,,11.5,,12.3,9.1,51.04,8.9
diabetes,29281159,,12.1,,12.7,9.6,44.3,4.94444444444
diabetes,29281127,,17.3,,19.1,14.7,31.11,13.375
diabetes,29281114,,12.0,,12.0,9.0,51.24,12.5
diabetes,29281103,,11.7,,11.5,9.0,45.83,5.6875
diabetes,29281041,,15.8,,18.9,16.5,10.09,10.4166666667
diabetes,29280852,,17.0,,19.2,14.8,25.29,13.0
diabetes,29280761,,16.8,,19.1,15.4,23.87,11.8
diabetes,29280740,,16.7,,17.7,15.5,23.46,15.375
diabetes,29280685,,18.0,,19.3,17.5,7.66,11.75
diabetes,29280661,,16.2,,21.0,15.2,24.37,13.375
diabetes,29280648,,15.1,,18.9,14.2,32.22,9.0
diabetes,29280647,,8.9,,6.3,5.8,64.88,3.36363636364
diabetes,29280567,,0.0,,12.6,12.7,30.87,5.5
diabetes,29280403,,14.9,,18.0,13.8,33.34,8.33333333333
diabetes,29280361,,17.3,,19.4,14.9,24.98,8.8
diabetes,29280333,,14.8,,14.7,13.4,34.46,11.4
diabetes,29280309,,13.7,,16.1,11.1,51.28,8.16666666667
diabetes,29280295,,15.7,,16.7,15.1,13.85,7.14285714286
diabetes,29280273,,16.9,,17.3,15.8,17.23,11.8
diabetes,29280255,,8.6,,7.2,4.6,73.34,5.625
diabetes,29280234,,11.0,,8.3,7.1,61.63,6.71428571429
diabetes,29280230,,15.9,,15.2,13.3,34.66,8.08333333333
diabetes,29280221,,17.8,,20.0,16.4,15.91,11.625
diabetes,29280198,,10.5,,10.3,7.1,61.63,6.71428571429
diabetes,29280191,,10.6,,10.7,7.4,60.72,10.6
diabetes,29280184,,18.7,,20.1,19.0,-1.73,8.16666666667
diabetes,29280174,,18.6,,22.0,19.7,-8.97,11.3333333333
diabetes,29280151,,16.3,,18.4,15.0,24.78,10.3333333333
diabetes,29280058,,11.3,,9.7,7.8,54.39,5.42857142857
diabetes,29280046,,13.6,,16.0,12.5,25.86,7.28571428571
diabetes,29279935,,15.1,,16.2,12.6,36.49,19.6666666667
diabetes,29279903,,13.1,,11.3,9.7,54.83,10.9
diabetes,29279880,,19.9,,22.8,20.0,0.96,16.5
diabetes,29279805,,18.4,,19.9,16.5,26.34,11.75
diabetes,29279756,,12.6,,15.6,11.4,34.22,15.125
diabetes,29279690,,19.3,,19.6,17.4,13.07,8.9
diabetes,29279644,,15.7,,15.3,12.9,35.57,8.91666666667
epilepsy,29373157,,12.3,,11.9,9.6,44.2,4.27777777778
epilepsy,29369302,,17.2,,18.2,14.7,30.91,8.0
epilepsy,29367178,,15.1,,14.8,13.1,35.07,7.0
epilepsy,29367144,,17.8,,22.4,17.1,24.71,8.8
epilepsy,29363903,,19.3,,22.0,18.0,16.96,13.25
epilepsy,29359721,,12.6,,21.2,9.1,61.87,10.1
epilepsy,29359720,,9.4,,17.4,6.1,74.9,4.83333333333
epilepsy,29359716,,8.6,,15.9,4.3,85.08,2.95833333333
epilepsy,29358904,,12.9,,14.0,11.2,34.83,4.40909090909
epilepsy,29357461,,17.6,,20.6,17.5,7.56,12.5
epilepsy,29354033,,16.0,,18.4,15.0,35.61,13.5
epilepsy,29353183,,15.0,,16.7,13.1,35.17,10.9
epilepsy,29350182,,17.1,,19.2,15.4,23.77,13.375
epilepsy,29348794,,15.7,,17.7,15.1,24.48,10.6
epilepsy,29344473,,14.1,,15.2,13.0,29.96,6.71428571429
epilepsy,29344472,,15.5,,15.7,13.3,29.35,7.41666666667
epilepsy,29344471,,15.0,,16.6,13.9,22.41,5.9375
epilepsy,29344470,,13.3,,14.8,11.7,33.41,4.91666666667
epilepsy,29344469,,14.7,,15.0,12.9,35.78,8.66666666667
epilepsy,29344468,,14.7,,14.7,13.1,29.65,10.1666666667
epilepsy,29344467,,9.3,,6.8,6.7,68.06,5.0625
epilepsy,29344466,,11.9,,11.3,9.5,55.24,15.125
epilepsy,29344465,,19.2,,21.8,18.2,11.25,14.5
epilepsy,29344464,,18.4,,22.4,17.8,22.89,11.3
epilepsy,29341513,,13.6,,13.8,10.9,46.17,11.0
epilepsy,29337673,,15.5,,18.8,15.8,17.23,12.9
epilepsy,29336297,,15.5,,17.0,14.5,31.62,10.3333333333
epilepsy,29335158,,12.9,,14.0,8.9,56.76,10.3
epilepsy,29331789,,14.6,,17.0,12.9,35.78,12.1
epilepsy,29331203,,17.3,,18.7,15.8,22.65,7.33333333333
epilepsy,29327519,,13.2,,12.9,10.8,41.06,11.1
epilepsy,29326952,,17.7,,20.4,17.1,13.99,10.7
epilepsy,29326654,,15.2,,17.8,12.9,41.09,7.58333333333
epilepsy,29326557,,15.1,,17.6,14.1,21.7,8.33333333333
epilepsy,29325826,,12.4,,13.8,10.1,48.4,7.42857142857
epilepsy,29324401,,11.2,,11.2,8.1,58.89,8.7
epilepsy,29321995,,9.8,,8.2,4.6,78.85,5.92857142857
epilepsy,29321970,,14.9,,14.8,13.1,35.07,10.1
epilepsy,29321710,,14.9,,17.6,13.8,38.76,13.75
epilepsy,29321700,,12.7,,11.7,10.3,53.31,6.42857142857
epilepsy,29321361,,14.4,,14.3,12.0,38.11,4.625
epilepsy,29317959,,15.5,,15.7,14.4,37.23,15.125
epilepsy,29317869,,17.0,,18.1,15.1,24.68,9.0
epilepsy,29317588,,15.3,,27.6,14.5,20.79,7.91666666667
epilepsy,29313510,,16.0,,17.0,14.9,30.5,8.58333333333
epilepsy,29313167,,13.9,,14.5,11.7,38.72,6.64285714286
epilepsy,29312132,,10.8,,10.8,7.6,60.21,7.58333333333
epilepsy,29312120,,16.5,,18.9,15.5,28.98,12.1
epilepsy,29312110,,16.5,,20.2,15.6,23.16,11.4
epilepsy,29311892,,17.5,,19.0,15.3,29.38,8.8
epilepsy,29311836,,16.9,,19.1,16.4,21.23,7.58333333333
epilepsy,29311825,,18.0,,21.4,18.0,11.75,14.25
epilepsy,29311821,,18.6,,21.1,18.6,4.61,10.8
epilepsy,29311765,,16.1,,18.0,15.3,24.07,13.625
epilepsy,29310907,,13.9,,14.2,11.1,45.66,14.25
epilepsy,29310113,,15.8,,17.0,13.5,39.47,10.3
epilepsy,29308656,,13.1,,16.6,12.0,48.74,12.375
epilepsy,29308612,,15.6,,19.3,14.6,31.21,13.375
epilepsy,29308021,,17.8,,21.9,17.0,25.12,12.375
epilepsy,29307700,,21.5,,25.1,20.6,-0.57,13.0
epilepsy,29307451,,13.8,,16.3,12.7,47.01,13.875
epilepsy,29306906,,17.4,,18.6,15.3,23.97,11.0
epilepsy,29306758,,14.9,,16.4,13.8,49.38,15.6666666667
epilepsy,29306696,,11.2,,12.4,9.8,49.11,6.71428571429
epilepsy,29306518,,16.1,,17.6,14.6,26.0,10.5833333333
epilepsy,29302325,,9.7,,9.0,6.6,68.26,8.4
epilepsy,29302266,,16.2,,16.7,13.8,28.03,7.75
epilepsy,29302214,,11.8,,11.7,9.9,43.39,6.07142857143
epilepsy,29299381,,15.6,,14.4,12.9,30.36,4.875
epilepsy,29297840,,15.7,,18.1,14.0,32.73,13.0
epilepsy,29296085,,14.3,,15.0,12.8,41.4,12.125
epilepsy,29295802,,13.7,,13.5,11.3,39.84,6.35714285714
epilepsy,29295801,,11.4,,13.5,9.2,50.84,5.4375
epilepsy,29295578,,17.0,,16.8,14.6,25.8,7.75
epilepsy,29295522,,13.1,,14.0,10.4,47.69,7.28571428571
epilepsy,29294399,,12.3,,13.2,10.4,42.27,5.16666666667
epilepsy,29294386,,21.5,,26.4,21.6,-3.21,13.375
epilepsy,29294000,,14.4,,13.8,12.1,32.29,7.75
epilepsy,29292940,,14.1,,15.3,12.2,43.02,7.5
epilepsy,29291925,,15.9,,16.3,13.4,34.46,10.4
epilepsy,29291919,,14.1,,14.0,11.5,44.64,12.875
epilepsy,29291547,,14.2,,14.2,11.4,45.05,8.9
epilepsy,29291457,,13.8,,14.2,12.2,42.82,13.0
epilepsy,29291456,,15.1,,15.8,13.4,39.87,7.5
epilepsy,29291359,,13.8,,13.8,11.4,44.95,8.0
epilepsy,29291240,,16.8,,18.2,17.0,8.98,8.25
epilepsy,29291239,,15.9,,16.9,14.5,31.62,10.5
epilepsy,29291205,,17.3,,18.3,15.3,23.97,11.1
epilepsy,29290836,,17.8,,19.8,18.2,5.83,10.9
epilepsy,29290002,,13.3,,12.8,10.1,53.81,8.16666666667
epilepsy,29289903,,17.3,,20.0,15.8,28.06,12.5
epilepsy,29289902,,14.1,,13.6,11.6,39.13,4.38888888889
epilepsy,29289807,,12.6,,15.2,11.4,34.32,5.16666666667
epilepsy,29289803,,13.7,,15.0,12.1,43.12,10.1666666667
epilepsy,29289531,,13.3,,13.8,11.1,40.45,11.6
epilepsy,29289522,,11.9,,12.6,9.6,44.41,7.07142857143
epilepsy,29289423,,15.9,,15.7,14.4,26.51,8.75
epilepsy,29289055,,17.3,,21.0,17.6,18.18,10.7
epilepsy,29288994,,15.3,,17.5,13.9,33.14,10.4
epilepsy,29288969,,16.2,,19.4,16.6,20.72,14.0
epilepsy,29288911,,16.0,,17.3,14.4,20.89,8.16666666667
epilepsy,29288902,,15.6,,15.6,13.6,23.12,7.16666666667
epilepsy,29288874,,16.9,,18.8,15.8,28.06,13.0
epilepsy,29288854,,18.8,,19.0,17.3,13.48,11.5
epilepsy,29288827,,15.4,,17.3,14.4,31.82,12.75
epilepsy,29288644,,12.5,,15.3,13.2,24.14,7.16666666667
epilepsy,29288635,,14.2,,16.1,14.0,32.94,7.75
epilepsy,29288630,,15.0,,18.3,15.0,19.37,10.3333333333
epilepsy,29288503,,17.8,,19.0,16.4,10.3,6.83333333333
epilepsy,29288487,,12.2,,12.6,10.4,42.27,5.16666666667
epilepsy,29288387,,17.7,,18.7,16.5,20.92,12.0
epilepsy,29288229,,16.5,,18.0,15.7,17.64,10.4
epilepsy,29288080,,16.4,,22.1,17.1,14.09,11.5
epilepsy,29287786,,14.2,,17.5,12.5,42.11,17.6666666667
epilepsy,29287217,,17.0,,17.9,15.5,18.25,11.0
epilepsy,29287216,,11.4,,13.0,9.2,50.84,6.42857142857
epilepsy,29287215,,14.9,,16.9,13.9,27.62,8.16666666667
epilepsy,29287214,,17.4,,20.3,15.3,34.8,10.1
epilepsy,29287185,,14.0,,16.0,11.9,48.94,11.6
epilepsy,29286390,,19.6,,21.2,18.6,10.03,14.5
epilepsy,29286389,,17.7,,20.0,15.9,17.03,13.625
epilepsy,29286347,,13.4,,14.6,11.7,38.72,8.41666666667
epilepsy,29285947,,16.0,,18.3,15.0,24.78,10.1
epilepsy,29285355,,13.5,,14.1,10.8,51.89,7.0
epilepsy,29285181,,12.4,,12.1,10.2,53.61,13.0
epilepsy,29285118,,14.0,,17.8,12.8,30.46,6.35714285714
epilepsy,29285091,,14.4,,15.3,12.5,31.38,5.11111111111
epilepsy,29284817,,12.2,,10.8,8.1,58.99,4.91666666667
epilepsy,29284373,,17.9,,18.6,16.4,10.3,12.8
epilepsy,29284168,,19.6,,22.5,19.4,8.0,14.625
epilepsy,29283439,,15.4,,18.9,14.9,14.36,6.5625
epilepsy,29283181,,15.4,,18.0,14.7,36.42,12.375
epilepsy,29282779,,15.9,,19.6,16.4,15.81,11.2
epilepsy,29282644,,13.7,,14.6,11.9,38.42,7.57142857143
epilepsy,29282444,,15.7,,18.7,14.1,43.46,13.0
epilepsy,29282342,,17.9,,20.6,15.8,17.34,7.33333333333
epilepsy,29282333,,11.4,,10.4,8.9,56.96,13.375
epilepsy,29281825,,18.1,,19.2,16.6,15.41,10.5
epilepsy,29281342,,11.9,,13.7,10.3,42.58,5.5625
epilepsy,29280684,,15.3,,15.7,13.1,29.75,7.16666666667
epilepsy,29280496,,16.0,,16.7,14.5,20.68,8.91666666667
epilepsy,29279945,,21.4,,25.6,21.0,-6.9,13.625
epilepsy,29279892,,10.9,,11.0,8.2,58.79,10.5
epilepsy,29279889,,10.9,,11.1,8.4,58.08,7.66666666667
epilepsy,29279279,,14.8,,16.1,13.1,29.65,6.4375
epilepsy,29279188,,13.9,,16.1,12.9,30.26,10.1666666667
epilepsy,29278894,,15.8,,15.9,13.4,28.94,7.33333333333
epilepsy,29278685,,16.2,,15.3,13.9,27.62,8.83333333333
epilepsy,29278550,,15.7,,16.4,13.7,28.33,7.83333333333
epilepsy,29278549,,15.9,,16.6,14.2,26.81,8.41666666667
epilepsy,29278548,,15.7,,17.0,13.5,34.05,6.83333333333
epilepsy,29277357,,15.1,,16.8,14.4,31.82,7.0
epilepsy,29277263,,17.2,,19.9,15.9,27.86,12.75
epilepsy,29276970,,13.9,,13.9,11.5,39.33,11.2
