id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
dia1609,diabetes,198,False,True,False,europe,European Heart Journal
dia1610,diabetes,333,True,False,False,europe,
dia1611,diabetes,267,False,False,False,namerica,American Journal of Preventive Medicine
dia1612,diabetes,532,False,True,False,europe,European Heart Journal
dia1613,diabetes,225,False,False,False,namerica,Preventive Medicine Reports
dia1614,diabetes,200,True,False,False,europe,European Heart Journal
dia1615,diabetes,348,True,False,False,europe,New England Journal of Medicine
dia1616,diabetes,226,False,False,False,namerica,
dia1617,diabetes,566,False,False,False,namerica,Lancet
dia1618,diabetes,342,True,True,False,namerica,Cancer Causes & Control
dia1619,diabetes,316,False,True,False,namerica,Journal of Investigative Dermatology
dia1620,diabetes,652,False,False,False,namerica,The Lancet
dia1621,diabetes,656,False,False,False,namerica,Lancet
dia1622,diabetes,275,True,True,False,namerica,Journal of Nutritional Biochemistry
dia1623,diabetes,239,True,True,False,europe,Journal of the American College of Cardiology
dia1624,diabetes,2,True,False,False,,
dia1625,diabetes,312,True,False,False,europe,
dia1626,diabetes,331,False,False,False,europe,
dia1627,diabetes,315,True,False,False,europe,
dia1628,diabetes,225,True,False,False,europe,
dia1629,diabetes,288,True,False,False,europe,New England Journal of Medicine
dia1630,diabetes,281,True,False,False,namerica,
dia1631,diabetes,136,False,True,False,namerica,Journal of the American College of Cardiology
dia1632,diabetes,640,False,True,False,namerica,The Lancet
dia1633,diabetes,702,False,True,False,namerica,New England Journal of Medicine
dia1634,diabetes,267,False,True,False,europe,Nature Genetics
dia1635,diabetes,254,False,False,False,europe,
dia1636,diabetes,341,True,False,False,europe,
dia1637,diabetes,286,False,True,False,namerica,Science Signaling
dia1638,diabetes,150,False,False,False,namerica,Journal of American College of Cardiology
dia1639,diabetes,291,False,True,True,australia,Diabetologia
dia1640,diabetes,186,False,False,False,namerica,Journal of Natural Products
dia1641,diabetes,428,False,False,False,namerica,Food & Function
dia1642,diabetes,321,False,False,False,namerica,American Journal of Preventative Medicine
dia1643,diabetes,229,False,False,False,namerica,Journal of the American College of Surgeons
dia1644,diabetes,333,False,True,False,namerica,Cell Metabolism
dia1645,diabetes,440,False,True,False,namerica,PLOS ONE
dia1646,diabetes,204,False,False,False,namerica,
dia1647,diabetes,204,False,False,False,namerica,
dia1648,diabetes,402,False,True,False,namerica,Cell Metabolism
dia1649,diabetes,462,False,False,False,namerica,
dia1650,diabetes,462,False,False,False,namerica,
dia1651,diabetes,540,False,False,False,namerica,JAMA Pediatrics
dia1652,diabetes,483,False,False,False,namerica,Nature Genetics
dia1653,diabetes,284,True,True,False,europe,Journal of Gerontology: Medical Sciences
dia1654,diabetes,308,True,False,False,namerica,Journal of the American Geriatrics Society
dia1655,diabetes,424,False,True,False,namerica,Nature Structural & Molecular Biology
dia1656,diabetes,542,False,False,False,namerica,Proceedings of the National Academy of Sciences
dia1657,diabetes,538,False,True,False,namerica,Journal of General Internal Medicine
dia1658,diabetes,595,False,False,False,namerica,The Lancet
dia1659,diabetes,392,False,False,False,namerica,ACS Nano
dia1660,diabetes,321,False,False,False,namerica,Schizophrenia Research
dia1661,diabetes,415,False,False,False,namerica,Lancet Diabetes and Endocrinology
dia1662,diabetes,252,False,False,False,europe,
dia1663,diabetes,301,False,False,False,europe,
dia1664,diabetes,313,False,True,False,europe,The Lancet Diabetes & Endocrinology
dia1665,diabetes,186,False,True,False,namerica,Diabetic Medicine
dia1666,diabetes,302,False,False,False,europe,
dia1667,diabetes,78,False,False,False,namerica,
dia1668,diabetes,250,False,False,False,namerica,Psychotherapy and Psychosomatics
dia1669,diabetes,280,False,False,False,namerica,Clinical Infectious Diseases
dia1670,diabetes,420,False,False,False,namerica,Circulation: Cardiovascular Quality and Outcomes
dia1671,diabetes,449,False,False,False,namerica,The Lancet
dia1672,diabetes,512,False,True,False,namerica,Clinical Science
dia1673,diabetes,226,False,False,False,europe,The BMJ
dia1674,diabetes,340,False,False,False,europe,
dia1675,diabetes,393,False,False,False,europe,
dia1676,diabetes,445,False,False,False,namerica,New England Journal of Medicine
dia1677,diabetes,282,False,False,False,europe,
dia1678,diabetes,221,False,False,False,europe,
dia1679,diabetes,266,False,False,False,europe,
dia1680,diabetes,197,False,False,False,europe,
dia1681,diabetes,192,False,False,False,europe,
dia1682,diabetes,356,False,False,False,namerica,
dia1683,diabetes,736,False,False,False,namerica,Lancet
dia1684,diabetes,265,False,False,False,namerica,
dia1685,diabetes,222,False,True,False,namerica,Journal of Clinical Endocrinology and Metabolism
dia1686,diabetes,252,False,False,False,europe,
dia1687,diabetes,291,False,False,False,europe,
dia1688,diabetes,313,False,False,False,namerica,Journal of Biological Chemistry
dia1689,diabetes,329,False,True,False,europe,PLOS Medicine
dia1690,diabetes,303,False,False,False,europe,
dia1691,diabetes,270,False,False,False,europe,
dia1692,diabetes,287,False,False,False,europe,
dia1693,diabetes,378,False,False,False,europe,
dia1694,diabetes,477,False,True,False,namerica,PLOS Medicine
dia1695,diabetes,256,False,True,False,namerica,PLOS Medicine
dia1696,diabetes,280,False,False,False,namerica,
dia1697,diabetes,219,True,True,False,namerica,Small
dia1698,diabetes,455,False,False,False,namerica,
dia1699,diabetes,384,False,True,False,namerica,Ophthalmology
dia1700,diabetes,2212,False,False,True,namerica,Annals of Family Medicine
dia1701,diabetes,238,False,False,False,europe,
dia1702,diabetes,270,False,False,False,europe,
dia1703,diabetes,313,False,False,False,europe,
dia1704,diabetes,248,False,False,False,europe,
dia1705,diabetes,364,False,False,False,europe,
dia1706,diabetes,412,False,True,False,europe,Journal of the American College of Cardiology
dia1707,diabetes,370,False,False,True,namerica,Annals of Internal Medicine
dia1708,diabetes,351,False,True,False,namerica,Journal of the American College of Cardiology
dia1709,diabetes,313,False,True,False,europe,Cancer Cell
dia1710,diabetes,402,False,False,False,namerica,Science
dia1711,diabetes,413,False,False,False,namerica,
dia1712,diabetes,618,False,False,False,namerica,Addiction Biology
dia1713,diabetes,362,False,True,False,namerica,Journal of the American College of Cardiology
dia1714,diabetes,335,False,False,False,namerica,Preventing Chronic Disease
dia1715,diabetes,204,False,True,False,namerica,Canadian Medical Association Journal
dia1716,diabetes,342,False,True,False,namerica,JCI Insight
dia1717,diabetes,343,False,True,False,namerica,JCI Insight
dia1718,diabetes,187,False,True,False,namerica,PLOS Medicine
dia1719,diabetes,289,True,False,False,namerica,Health Services Research
epi0,epilepsy,250,False,False,False,namerica,Neurology
epi1,epilepsy,387,False,False,False,namerica,Lancet Neurology
epi2,epilepsy,281,False,False,False,namerica,Neurology
epi3,epilepsy,202,False,False,False,namerica,Academic Emergency Medicine (AEM)
epi4,epilepsy,246,False,False,False,namerica,Neurology
epi5,epilepsy,491,False,False,False,samerica,Scientific Reports
epi6,epilepsy,333,False,False,False,namerica,Cell Reports
epi7,epilepsy,723,False,False,True,namerica,Biological Psychiatry
epi8,epilepsy,355,False,False,False,namerica,New England Journal of Medicine
epi9,epilepsy,385,False,True,False,europe,Nature
epi10,epilepsy,346,False,True,False,namerica,Chaos
epi11,epilepsy,256,True,True,False,namerica,Environmental Science: Water Research & Technology
epi12,epilepsy,366,True,True,False,namerica,Journal of Neuroscience
epi13,epilepsy,405,True,False,False,namerica,Learning and Memory
epi14,epilepsy,302,False,False,False,namerica,Neurology
epi15,epilepsy,296,True,True,False,namerica,JAHA: Journal of the American Heart Association
epi16,epilepsy,220,True,True,False,asia,Molecular Psychiatry
epi17,epilepsy,296,False,False,False,namerica,Brain
epi18,epilepsy,209,False,True,False,namerica,Journal of Experimental Medicine
epi19,epilepsy,137,False,True,False,namerica,Epilepsia
epi20,epilepsy,245,False,True,False,europe,Nature Communications
epi21,epilepsy,702,False,False,True,namerica,Neurology
epi22,epilepsy,167,False,False,False,namerica,Policy Insights from the Behavioral and Brain Sciences
epi23,epilepsy,327,False,False,False,namerica,Nature Communications
epi24,epilepsy,660,True,True,False,namerica,Nature Neuroscience
epi25,epilepsy,219,True,True,False,europe,British Journal of Sports Medicine
epi26,epilepsy,463,False,False,False,namerica,American Journal of Preventive Medicine
epi27,epilepsy,353,False,False,False,namerica,Science Translational Medicine
epi28,epilepsy,154,False,True,False,namerica,Science Translational Medicine
epi29,epilepsy,206,False,False,False,namerica,Neurology
epi30,epilepsy,203,False,True,False,namerica,Nature
epi31,epilepsy,258,True,False,False,europe,Journal of Neuroscience
epi32,epilepsy,354,False,True,False,europe,BJOG: An International Journal of Obstetrics and Gynaecology
epi33,epilepsy,280,False,True,False,europe,Nature Neuroscience
epi34,epilepsy,179,False,False,False,namerica,
epi35,epilepsy,76,False,True,False,namerica,Epilepsia
epi36,epilepsy,228,True,False,False,europe,BMJ Open
epi37,epilepsy,225,False,False,False,namerica,
epi38,epilepsy,365,False,False,False,namerica,Neuroscience
epi39,epilepsy,131,True,True,False,namerica,The Journal of the American Osteopathic Association
epi40,epilepsy,368,True,True,False,europe,Proceedings of the National Academy of Sciences
epi41,epilepsy,354,False,True,False,namerica,Nature Neuroscience
epi42,epilepsy,162,False,False,False,namerica,JAMA Pediatrics
epi43,epilepsy,327,False,False,False,namerica,
epi44,epilepsy,367,True,True,False,namerica,Bayesian Analysis
epi45,epilepsy,254,False,False,False,namerica,
epi46,epilepsy,289,False,False,False,namerica,International Journal of Pathology and Research
epi47,epilepsy,235,False,False,False,namerica,
epi48,epilepsy,255,False,False,False,namerica,Neurology
epi49,epilepsy,181,False,False,False,namerica,
epi50,epilepsy,196,False,False,False,namerica,
epi51,epilepsy,589,True,False,False,namerica,Neurology
epi53,epilepsy,223,False,False,False,namerica,
epi54,epilepsy,223,False,False,False,asia,Epilepsy & Behaviour
epi55,epilepsy,225,True,False,False,namerica,"Mental Health, Religion & Culture"
epi56,epilepsy,168,False,True,False,namerica,Epilepsia
epi57,epilepsy,320,False,False,False,namerica,Neurology
epi58,epilepsy,431,False,False,False,namerica,Human Brain Mapping
epi59,epilepsy,318,False,False,False,namerica,Neurology
epi60,epilepsy,421,False,True,False,europe,eLife
epi61,epilepsy,294,False,False,False,namerica,Neurology
epi62,epilepsy,487,False,False,False,namerica,Scientific Reports
epi63,epilepsy,263,False,True,False,namerica,Biomedical Optics Express
epi64,epilepsy,363,False,True,False,namerica,Annals of Neurology
epi65,epilepsy,423,True,True,False,europe,Brain Research
epi66,epilepsy,298,False,False,False,namerica,Neurology
epi67,epilepsy,260,True,True,False,asia,Maternal and Child Nutrition
epi68,epilepsy,142,False,True,False,namerica,Annals of Neurology
epi69,epilepsy,317,False,True,False,europe,2D Materials
epi70,epilepsy,560,False,False,False,namerica,
epi71,epilepsy,382,False,True,False,namerica,Journal of Neurosurgery
epi72,epilepsy,61,False,True,False,namerica,Epilepsia
epi73,epilepsy,265,False,False,False,namerica,Neurology
epi74,epilepsy,306,False,False,False,europe,Biomaterials
epi75,epilepsy,388,False,False,False,samerica,PLOS ONE
epi76,epilepsy,230,False,False,False,namerica,JAMA Neurology
epi77,epilepsy,367,True,True,False,namerica,Seizure
epi78,epilepsy,297,False,True,False,namerica,Health Affairs
epi79,epilepsy,593,False,False,True,namerica,Annals of Internal Medicine
epi80,epilepsy,185,False,False,False,namerica,Neurology
epi81,epilepsy,402,True,True,False,namerica,Proceedings of the National Academy of Sciences
epi82,epilepsy,342,True,False,False,namerica,Annals of Neurology
epi83,epilepsy,439,False,False,False,namerica,Scientific Reports
epi84,epilepsy,304,False,False,False,namerica,Current Biology
epi85,epilepsy,329,False,False,False,namerica,
epi86,epilepsy,276,False,False,False,namerica,
epi87,epilepsy,341,False,False,False,namerica,Neurology
epi88,epilepsy,213,True,True,False,asia,ACS Applied Materials & Interfaces
epi89,epilepsy,481,False,False,False,namerica,Lancet
epi90,epilepsy,292,False,False,False,namerica,
epi91,epilepsy,356,False,True,False,namerica,Chaos
epi92,epilepsy,283,False,True,False,namerica,Journal of Cerebral Blood Flow and Metabolism
epi93,epilepsy,280,False,False,False,namerica,Neurology
epi94,epilepsy,222,True,False,False,namerica,
epi95,epilepsy,607,False,False,False,namerica,Nature
epi96,epilepsy,456,False,True,False,namerica,Cell Reports
epi97,epilepsy,534,False,True,False,namerica,eLife
epi98,epilepsy,305,False,False,False,namerica,Neurology
epi99,epilepsy,291,True,True,False,namerica,JAMA Neurology
epi100,epilepsy,268,False,True,False,asia,Neuron
epi101,epilepsy,252,False,False,False,namerica,Neurology
epi102,epilepsy,290,False,False,False,namerica,Neuron
epi103,epilepsy,295,False,False,False,namerica,Neurosurgery
epi104,epilepsy,467,True,True,True,namerica,Nature Communications
epi105,epilepsy,408,False,False,False,namerica,Nature Medicine
epi106,epilepsy,372,False,True,False,namerica,Nature Medicine
epi107,epilepsy,234,False,False,False,europe,Addiction
epi108,epilepsy,257,False,False,False,namerica,Neurology
epi109,epilepsy,254,False,False,False,namerica,Neurology
epi110,epilepsy,311,False,True,False,namerica,Current Biology
epi111,epilepsy,451,True,True,False,namerica,Nature
epi112,epilepsy,494,False,False,False,namerica,Lancet
epi113,epilepsy,355,False,False,False,namerica,Neurology
epi114,epilepsy,255,False,True,False,europe,Journal of Clinical Investigation
epi115,epilepsy,464,False,False,False,europe,Epilepsy & Behavior
epi116,epilepsy,278,False,True,False,namerica,New England Journal of Medicine
epi117,epilepsy,296,False,False,False,namerica,Neurology
epi118,epilepsy,436,True,False,False,namerica,BBA Clinical
epi119,epilepsy,485,True,True,False,namerica,Advanced Functional Materials
epi120,epilepsy,309,False,True,False,europe,Epilepsy Research
epi121,epilepsy,409,True,True,False,europe,Nature Communications
epi122,epilepsy,260,True,True,False,australia,Proceedings of the National Academy of Sciences
epi123,epilepsy,285,True,True,False,namerica,Journal of Neuroscience
epi124,epilepsy,488,False,False,False,namerica,Cell
epi125,epilepsy,221,False,False,False,namerica,Cerebral Cortex
epi126,epilepsy,311,False,False,False,namerica,Neurology
epi127,epilepsy,430,True,False,False,namerica,Science
epi128,epilepsy,286,True,True,False,namerica,eNeuro
epi129,epilepsy,68,False,True,False,namerica,Epilepsia
epi130,epilepsy,304,False,False,False,namerica,Neurology
epi131,epilepsy,446,False,True,False,namerica,New England Journal of Medicine
epi132,epilepsy,273,False,True,False,europe,Epilepsy & Behavior
epi133,epilepsy,333,True,False,False,namerica,Cell Reports
epi134,epilepsy,513,True,False,False,namerica,Human Molecular Genetics
epi135,epilepsy,252,False,True,False,asia,Proceedings of the National Academy of Sciences
epi136,epilepsy,230,False,False,False,namerica,Neurology
epi137,epilepsy,206,True,True,False,namerica,eLife
epi138,epilepsy,291,False,True,False,europe,Trends in Cognitive Sciences
epi139,epilepsy,169,False,False,False,asia,Current Drug Metabolism
epi140,epilepsy,401,False,True,False,europe,American Journal of Preventive Medicine
epi141,epilepsy,331,False,False,False,namerica,Journal of Alzheimer's Disease
epi142,epilepsy,392,False,True,False,namerica,Neuron
epi143,epilepsy,282,False,True,False,europe,Neuron
epi144,epilepsy,309,False,False,False,namerica,Neurology
epi145,epilepsy,296,False,False,False,namerica,Neuron
epi146,epilepsy,351,False,True,False,namerica,Proceedings of the National Academy of Sciences
epi147,epilepsy,231,False,False,False,namerica,Neurology
epi148,epilepsy,250,False,True,False,namerica,Cell Reports
epi149,epilepsy,360,True,True,False,namerica,ACS Environmental Science and Technology
epi150,epilepsy,286,False,True,False,asia,Scientific Reports
epi151,epilepsy,289,False,False,False,namerica,Neurology
epi152,epilepsy,292,False,False,False,namerica,
epi153,epilepsy,278,False,False,False,namerica,Neurology
epi154,epilepsy,246,False,False,False,namerica,
epi155,epilepsy,233,False,False,False,namerica,
epi156,epilepsy,254,False,True,False,namerica,Journal of Experimental Medicine
epi157,epilepsy,264,True,True,False,asia,Neuron
epi158,epilepsy,418,False,True,False,namerica,American Journal of Public Health
epi159,epilepsy,373,False,True,False,namerica,Pediatric Neurology
epi160,epilepsy,340,False,False,False,namerica,Neurology
epi161,epilepsy,379,True,True,False,namerica,Epilepsia
epi162,epilepsy,333,False,True,False,namerica,Nature Neuroscience
epi163,epilepsy,279,False,True,False,europe,BMJ Open
epi164,epilepsy,552,True,True,False,europe,Scientific Reports
epi165,epilepsy,244,True,True,False,namerica,Disease Models & Mechanisms
epi166,epilepsy,304,False,False,False,namerica,Neurology
epi167,epilepsy,272,False,False,False,namerica,Neurology
epi168,epilepsy,418,False,False,False,namerica,Neurology
epi169,epilepsy,268,True,True,False,europe,eLife
epi170,epilepsy,366,False,False,True,namerica,Journal of Neural Engineering
epi171,epilepsy,410,False,False,False,europe,PLOS ONE
epi172,epilepsy,203,False,False,False,europe,PLOS ONE
epi173,epilepsy,266,False,False,False,namerica,Neuromodulation
epi174,epilepsy,282,False,False,False,europe,Journal of Alzheimer's Disease
epi175,epilepsy,274,False,False,False,namerica,JAMA Pediatrics
epi176,epilepsy,310,False,False,False,namerica,Neurology
epi177,epilepsy,439,True,True,False,namerica,eLife
epi178,epilepsy,247,False,True,False,namerica,Epilepsia
epi179,epilepsy,196,False,True,False,namerica,PLOS Computational Biology
epi180,epilepsy,258,False,False,False,europe,PLOS Computational Biology
epi181,epilepsy,322,False,True,False,asia,Scientific Reports
epi182,epilepsy,400,False,False,False,namerica,Neurology
epi183,epilepsy,407,True,True,False,namerica,eLife
epi184,epilepsy,671,False,True,False,namerica,Science
epi185,epilepsy,263,True,False,False,namerica,Advanced Materials
epi186,epilepsy,279,False,False,False,namerica,Neurology
epi187,epilepsy,128,True,False,False,europe,Cell Reports
epi188,epilepsy,366,False,False,False,europe,Current Biology
epi189,epilepsy,255,False,False,False,namerica,Neurology
epi190,epilepsy,312,True,False,False,namerica,Nature
epi191,epilepsy,340,False,False,False,namerica,Neurology
epi192,epilepsy,402,False,True,False,namerica,Cell Metabolism
epi193,epilepsy,412,False,False,False,namerica,Cell Metabolism
epi194,epilepsy,324,False,False,False,namerica,PLOS Genetics
epi195,epilepsy,474,False,False,False,namerica,The Journal of Experimental Medicine
epi196,epilepsy,119,False,True,False,namerica,eNeuro
epi197,epilepsy,256,False,False,False,namerica,Stem Cell Reports
epi198,epilepsy,431,False,True,False,namerica,Scientific Reports
epi199,epilepsy,199,False,False,False,namerica,Neurology
epi200,epilepsy,205,False,True,False,europe,The Journal of Physiology
epi201,epilepsy,185,False,False,True,namerica,Annals of Family Medicine
epi202,epilepsy,2212,False,False,True,namerica,Annals of Family Medicine
hyp0,hypertension,182,False,True,False,namerica,American Journal of Hypertension
hyp1,hypertension,260,False,False,False,namerica,Journal of Substance Abuse Treatment
hyp2,hypertension,230,False,True,False,namerica,Journal of Oncology Practice
hyp3,hypertension,240,False,False,False,namerica,New England Journal of Medicine
hyp4,hypertension,358,False,True,False,europe,Cell Reports
hyp5,hypertension,233,False,False,False,namerica,American Journal of Respiratory and Critical Care Medicine
hyp6,hypertension,434,False,True,False,namerica,American Journal of Respiratory and Critical Care Medicine
hyp7,hypertension,337,False,True,False,namerica,American Journal of Preventive Medicine
hyp8,hypertension,239,True,True,False,europe,Atherosclerosis
hyp9,hypertension,224,False,True,True,namerica,American Journal of Hypertension
hyp10,hypertension,210,True,True,False,namerica,Circulation: Journal of the American Heart Association
hyp11,hypertension,132,False,False,False,namerica,
hyp12,hypertension,2310,False,False,False,namerica,Annals of Family Medicine
hyp13,hypertension,473,False,False,False,namerica,Health Affairs
hyp14,hypertension,955,False,False,False,namerica,Annals of Family Medicine
hyp15,hypertension,590,True,False,False,namerica,Genetics
hyp16,hypertension,196,True,True,False,europe,Journal of General Internal Medicine
hyp17,hypertension,486,False,True,False,namerica,American Journal of Public Health
hyp18,hypertension,336,True,False,False,namerica,BMJ Open
hyp19,hypertension,329,False,False,False,namerica,New England Journal of Medicine
hyp20,hypertension,364,False,False,False,namerica,American Journal of Preventive Medicine
hyp21,hypertension,438,False,False,True,namerica,Alzheimer's & Dementia
hyp22,hypertension,500,False,False,False,namerica,Psychiatric Services
hyp23,hypertension,328,False,False,False,namerica,JAMA
hyp24,hypertension,382,False,False,False,namerica,PLOS Medicine
hyp25,hypertension,355,False,False,False,namerica,Annals of Internal Medicine
hyp26,hypertension,447,False,False,True,namerica,Annals of Internal Medicine
hyp27,hypertension,283,False,False,False,namerica,American Journal of Respiratory and Critical Care Medicine
hyp28,hypertension,373,False,True,False,namerica,American Journal of Medical Genetics
hyp29,hypertension,290,True,False,False,europe,Scientific Reports
hyp30,hypertension,208,True,True,False,namerica,Metabolic Syndrome and Related Disorders
hyp31,hypertension,177,True,True,False,namerica,Human Gene Therapy
hyp32,hypertension,374,True,False,False,namerica,The BMJ
hyp33,hypertension,153,False,False,True,namerica,JAMA 
hyp34,hypertension,123,False,True,False,asia,Current Vascular Pharmacology
hyp35,hypertension,434,True,False,False,namerica,Circulation
hyp36,hypertension,334,True,False,False,namerica,The Lancet Diabetes & Endocrinology
hyp37,hypertension,158,True,False,False,namerica,
hyp38,hypertension,187,True,False,False,namerica,
hyp39,hypertension,296,True,False,False,namerica,
hyp40,hypertension,312,False,True,False,namerica,Nature Genetics
hyp41,hypertension,349,False,True,False,namerica,Proceedings of the National Academy of Sciences
hyp42,hypertension,219,False,False,False,namerica,Circulation
hyp43,hypertension,350,False,False,False,namerica,World Psychiatry
hyp44,hypertension,186,True,False,False,namerica,Menopause: The Journal of the North American Menopause Society
hyp45,hypertension,649,True,False,False,namerica,
hyp46,hypertension,409,False,True,False,europe,Nature Genetics
hyp47,hypertension,355,True,False,False,namerica,Hypertension: Journal of the American Heart Association
hyp48,hypertension,344,False,False,False,namerica,Proceedings of the National Academy of Sciences
hyp49,hypertension,183,True,False,False,europe,Lancet
hyp50,hypertension,223,False,True,False,australia,Lancet
hyp51,hypertension,405,False,True,False,namerica,Nature Communications
hyp52,hypertension,222,True,True,False,asia,Neuroepidemiology
hyp53,hypertension,949,True,False,False,namerica,Journal of Hazardous Materials
hyp54,hypertension,268,False,False,False,europe,Journal of the Association of Public Analysts
hyp55,hypertension,178,False,True,False,namerica,Clinical Journal of the American Society of Nephrology
hyp56,hypertension,143,False,False,False,namerica,Science Advances
hyp57,hypertension,281,True,True,True,namerica,JAMA Cardiology
hyp58,hypertension,290,True,False,False,namerica,Gastroenterology
hyp59,hypertension,243,True,True,False,asia,Molecular Therapy Nucleic Acids
hyp60,hypertension,416,False,True,False,namerica,Circulation
hyp61,hypertension,252,False,True,False,europe,Diabetologia
hyp62,hypertension,418,False,True,True,namerica,Pediatrics
hyp63,hypertension,268,True,False,False,namerica,"Diabetes, Obesity and Metabolism"
hyp64,hypertension,112,True,False,False,namerica,
hyp65,hypertension,235,True,True,False,europe,Molecular Cell
hyp66,hypertension,311,False,True,False,namerica,Hypertension
hyp67,hypertension,355,False,True,False,namerica,Circulation
hyp68,hypertension,241,True,False,False,namerica,
hyp69,hypertension,215,True,False,False,namerica,
hyp70,hypertension,475,True,False,False,namerica,Acta Biomateriala
hyp71,hypertension,268,True,True,False,namerica,Applied In Vitro Toxicology
hyp72,hypertension,209,False,False,False,namerica,Journal of Feline Medicine and Surgery
hyp73,hypertension,370,True,True,False,europe,Internal Journal of Obesity
hyp74,hypertension,146,False,False,False,namerica,JAMA
hyp75,hypertension,263,False,False,False,namerica,JAMA
hyp76,hypertension,168,False,False,False,namerica,JAMA Internal Medicine
hyp77,hypertension,267,False,True,False,namerica,Journal of the American College of Cardiology
hyp78,hypertension,431,False,True,False,namerica,Journal of the American College of Cardiology
hyp79,hypertension,336,False,True,False,namerica,JAMA Internal Medicine
hyp80,hypertension,171,False,True,False,europe,Experimental Physiology
hyp81,hypertension,743,True,True,True,europe,Scientific Reports
hyp82,hypertension,295,False,False,False,namerica,PeerJ
hyp83,hypertension,238,False,False,False,europe,PLOS ONE
hyp84,hypertension,355,False,True,False,namerica,American Journal of Hypertension
hyp85,hypertension,460,False,False,False,namerica,
hyp86,hypertension,553,False,False,False,namerica,
hyp87,hypertension,304,False,False,False,namerica,International Journal of Epidemiology
hyp88,hypertension,289,False,True,False,namerica,Hypertension: Journal of the American Heart Association
hyp89,hypertension,309,False,False,False,europe,Hypertension
hyp90,hypertension,309,False,False,False,europe,Hypertension
hyp91,hypertension,380,False,False,False,namerica,
hyp92,hypertension,322,True,False,False,namerica,American Journal of Obstetrics & Gynecology
hyp93,hypertension,222,False,False,False,europe,Scientific Reports
hyp94,hypertension,325,False,True,False,namerica,American Journal of Hypertension
hyp95,hypertension,415,True,True,False,namerica,Journal of Clinical Sleep Medicine
hyp96,hypertension,171,False,False,False,namerica,Annals of Family Medicine
hyp97,hypertension,1908,False,False,False,namerica,Annals of Family Medicine
hyp98,hypertension,331,False,False,False,namerica,Obesity
hyp99,hypertension,406,True,True,False,namerica,PLOS ONE
hyp100,hypertension,339,False,False,True,namerica,Canadian Family Physician
hyp101,hypertension,449,False,False,False,namerica,Circulation
hyp102,hypertension,315,False,True,False,namerica,Canadian Pharmacists Journal
hyp103,hypertension,217,True,False,False,namerica,Environmental Science & Technology Letters
hyp104,hypertension,365,True,False,False,samerica,
hyp105,hypertension,774,True,True,False,namerica,Journal of Environment Science and Technology
hyp106,hypertension,437,True,True,False,namerica,Journal of the American Geriatrics Society
hyp107,hypertension,316,True,True,False,asia,Nature Medicine
hyp108,hypertension,393,False,False,False,namerica,Annals of Internal Medicine
hyp109,hypertension,649,False,False,True,namerica,Annals of Internal Medicine
hyp110,hypertension,231,False,False,False,namerica,Obesity Reviews
hyp111,hypertension,335,True,False,False,europe,
hyp112,hypertension,286,False,True,False,namerica,Endocrine Reviews
hyp113,hypertension,492,False,False,False,namerica,Journal of Cardiovascular Pharmacology and Therapeutics
hyp114,hypertension,338,False,True,True,namerica,Cell Stem Cell
hyp115,hypertension,204,False,True,False,namerica,Journal the of American Society of Nephrology
hyp116,hypertension,314,False,True,True,namerica,Sleep Medicine
hyp117,hypertension,715,False,False,False,namerica,Lancet
hyp118,hypertension,495,False,True,False,europe,Journal of Physiology
hyp119,hypertension,406,False,False,False,namerica,Nature
hyp120,hypertension,332,False,True,False,namerica,American Journal of Physiology - Endocrinology and Metabolism
hyp121,hypertension,422,True,True,False,namerica,"Journals of Gerontology, Series A: Biological Sciences and Medical Sciences"
hyp122,hypertension,121,False,False,False,namerica,JAMA Cardiology
hyp123,hypertension,448,False,True,False,namerica,Nature
hyp124,hypertension,657,True,True,False,namerica,Nature
hyp125,hypertension,264,True,True,False,australia,Environmental Health
hyp126,hypertension,192,True,False,False,namerica,
hyp127,hypertension,245,False,False,False,namerica,
hyp128,hypertension,272,True,False,False,namerica,Annals of Internal Medicine
hyp130,hypertension,211,False,False,False,namerica,JAMA
hyp131,hypertension,259,True,False,False,namerica,Pediatrics
hyp132,hypertension,118,False,True,False,namerica,Journal of Investigative Medicine
hyp133,hypertension,222,False,True,False,europe,JCI Insight
hyp134,hypertension,409,True,False,False,europe,Journal of Hepatology
hyp135,hypertension,338,True,True,False,namerica,American Journal of Hypertension
hyp136,hypertension,235,False,False,False,namerica,Canadian Journal of Public Health
hyp137,hypertension,307,True,True,False,europe,European Journal of Preventive Cardiology
hyp138,hypertension,266,False,True,False,namerica,Gerontology
hyp139,hypertension,328,False,True,False,namerica,Nature
hyp140,hypertension,215,False,False,False,namerica,JAMA
hyp141,hypertension,297,False,True,False,namerica,Journal of Thoracic and Cardiovascular Surgery
hyp142,hypertension,297,False,True,False,namerica,Journal of Thoracic and Cardiovascular Surgery
hyp143,hypertension,237,False,False,False,namerica,Journal of Clinical Investigation
hyp144,hypertension,344,True,True,False,namerica,Journal of Biosocial Science
hyp145,hypertension,422,False,True,False,namerica,Diabetes Care
hyp146,hypertension,520,False,True,False,namerica,Diabetes Care
hyp147,hypertension,411,False,True,False,namerica,European Journal of Internal Medicine
hyp148,hypertension,293,False,False,False,namerica,JAMA
hyp149,hypertension,257,False,False,False,namerica,Journals of Gerontology: Biological Sciences
hyp150,hypertension,218,False,False,False,namerica,
