id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29370924,hypertension,142,,,,,The American journal of cardiology
29370922,hypertension,124,,,,,The American journal of cardiology
29367900,hypertension,234,,,,,Revista brasileira de ortopedia
29367890,hypertension,225,,,,,International journal of MCH and AIDS
29367547,hypertension,127,,,,,Journal of cardiovascular development and disease
29367529,hypertension,119,,,,,Nihon Rinsho Men'eki Gakkai kaishi = Japanese journal of clinical immunology
29366580,hypertension,194,,,,,The Journal of thoracic and cardiovascular surgery
29364815,hypertension,68,,,,,Boletin medico del Hospital Infantil de Mexico
29364406,hypertension,208,,,,,Revista peruana de medicina experimental y salud publica
29364100,hypertension,134,,,,,Acta gastro-enterologica Belgica
29364092,hypertension,61,,,,,Acta gastro-enterologica Belgica
29363914,hypertension,136,,,,,Polish journal of pathology : official journal of the Polish Society of Pathologists
29362678,hypertension,125,,,,,Neural plasticity
29362665,hypertension,104,,,,,Oxidative medicine and cellular longevity
29362618,hypertension,113,,,,,Open access Macedonian journal of medical sciences
29362613,hypertension,105,,,,,Open access Macedonian journal of medical sciences
29362603,hypertension,146,,,,,Open access Macedonian journal of medical sciences
29362575,hypertension,134,,,,,Postepy w kardiologii interwencyjnej = Advances in interventional cardiology
29362571,hypertension,147,,,,,Postepy w kardiologii interwencyjnej = Advances in interventional cardiology
29362562,hypertension,108,,,,,Gastroenterology research and practice
29361616,hypertension,113,,,,,Gan to kagaku ryoho. Cancer & chemotherapy
29361342,hypertension,153,,,,,"Nutrition, metabolism, and cardiovascular diseases : NMCD"
29360890,hypertension,95,,,,,Cutis
29360293,hypertension,125,,,,,Community dental health
29359470,hypertension,164,,,,,Immunology and cell biology
29359437,hypertension,137,,,,,Maternal & child nutrition
29359431,hypertension,136,,,,,Maternal & child nutrition
29359130,hypertension,85,,,,,Frontiers in medicine
29359046,hypertension,103,,,,,Neurology research international
29359040,hypertension,105,,,,,International journal of hypertension
29359035,hypertension,92,,,,,World journal of gastrointestinal surgery
29357437,hypertension,159,,,,,American journal of physiology. Renal physiology
29357430,hypertension,115,,,,,American journal of physiology. Renal physiology
29357124,hypertension,132,,,,,Comprehensive Physiology
29355383,hypertension,125,,,,,Physiological research
29355378,hypertension,111,,,,,Physiological research
29354950,hypertension,141,,,,,Zhongguo zhen jiu = Chinese acupuncture & moxibustion
29354804,hypertension,126,,,,,Chronic diseases and translational medicine
29354780,hypertension,128,,,,,Obesity medicine
29354714,hypertension,105,,,,,BMJ open ophthalmology
29354707,hypertension,109,,,,,BMJ open ophthalmology
29354614,hypertension,112,,,,,Journal of menopausal medicine
29354553,hypertension,130,,,,,Integrated pharmacy research & practice
29354548,hypertension,125,,,,,Integrated pharmacy research & practice
29354393,hypertension,94,,,,,Osong public health and research perspectives
29354337,hypertension,62,,,,,NMC case report journal
29354234,hypertension,114,,,,,Journal of Korean Neurosurgical Society
29354226,hypertension,328,,,,,Dementia & neuropsychologia
29354222,hypertension,257,,,,,Dementia & neuropsychologia
29354220,hypertension,290,,,,,Dementia & neuropsychologia
29354219,hypertension,313,,,,,Dementia & neuropsychologia
29354216,hypertension,291,,,,,Dementia & neuropsychologia
29354177,hypertension,362,,,,,Kardiochirurgia i torakochirurgia polska = Polish journal of cardio-thoracic surgery
29354164,hypertension,61,,,,,"Clinical cases in mineral and bone metabolism : the official journal of the Italian Society of Osteoporosis, Mineral Metabolism, and Skeletal Diseases"
29351470,hypertension,133,,,,,American journal of physiology. Heart and circulatory physiology
29351432,hypertension,144,,,,,"American journal of physiology. Regulatory, integrative and comparative physiology"
29350998,hypertension,114,,,,,American journal of physiology. Heart and circulatory physiology
29349419,hypertension,61,,,,,Journal of vascular surgery cases and innovative techniques
29349411,hypertension,38,,,,,Journal of vascular surgery cases and innovative techniques
29349228,hypertension,119,,,,,SSM - population health
29349065,hypertension,104,,,,,BioMed research international
29348994,hypertension,151,,,,,Preventive medicine reports
29348962,hypertension,44,,,,,Case reports in transplantation
29348950,hypertension,83,,,,,Case reports in neurological medicine
29348947,hypertension,116,,,,,Case reports in endocrinology
29348933,hypertension,124,,,,,International journal of hypertension
29348380,hypertension,173,,,,,Acta medica Indonesiana
29348378,hypertension,132,,,,,Acta medica Indonesiana
29346856,hypertension,161,,,,,Central European journal of public health
29344508,hypertension,59,,,,,"Kidney diseases (Basel, Switzerland)"
29344503,hypertension,95,,,,,"Kidney diseases (Basel, Switzerland)"
29344460,hypertension,144,,,,,International journal of applied & basic medical research
29344415,hypertension,132,,,,,Aging and disease
29344065,hypertension,38,,,,,Neuro-ophthalmology (Aeolus Press)
29344058,hypertension,49,,,,,Neuro-ophthalmology (Aeolus Press)
29344025,hypertension,109,,,,,Cardiorenal medicine
29343992,hypertension,141,,,,,"Medical devices (Auckland, N.Z.)"
29343944,hypertension,150,,,,,"Drug design, development and therapy"
29341865,hypertension,138,,,,,Physiological genomics
29341864,hypertension,149,,,,,Physiological genomics
29340444,hypertension,199,,,,,Salud colectiva
29340330,hypertension,139,,,,,Kidney international reports
29340325,hypertension,136,,,,,Kidney international reports
29340321,hypertension,130,,,,,Kidney international reports
29340318,hypertension,119,,,,,Kidney international reports
29340313,hypertension,82,,,,,Kidney international reports
29340275,hypertension,125,,,,,Journal of translational internal medicine
29340272,hypertension,127,,,,,Preventive medicine reports
29340149,hypertension,156,,,,,Clinical kidney journal
29340105,hypertension,110,,,,,Oncotarget
29340081,hypertension,125,,,,,Oncotarget
29340036,hypertension,122,,,,,Oncotarget
29340015,hypertension,160,,,,,Oncotarget
29339964,hypertension,94,,,,,Neuro-ophthalmology (Aeolus Press)
29339921,hypertension,120,,,,,International journal of chronic obstructive pulmonary disease
29339044,hypertension,130,,,,,Clinical genitourinary cancer
29338921,hypertension,97,,,,,Neurobiology of aging
29338822,hypertension,156,,,,,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae
29336765,hypertension,200,,,,,The American surgeon
29336577,hypertension,111,,,,,Casopis lekaru ceskych
29333537,hypertension,99,,,,,Journal of pharmaceutical sciences and experimental pharmacology
29333527,hypertension,142,,,,,JCO precision oncology
29333510,hypertension,132,,,,,Investigative and clinical urology
29333506,hypertension,97,,,,,JACC. Basic to translational science
29333284,hypertension,130,,,,,BMJ global health
29333219,hypertension,159,,,,,Journal of cardiovascular ultrasound
29333213,hypertension,140,,,,,Oxidative medicine and cellular longevity
29333212,hypertension,114,,,,,Oxidative medicine and cellular longevity
29333199,hypertension,220,,,,,"Diabetes management (London, England)"
29333158,hypertension,112,,,,,International journal of endocrinology
29333036,hypertension,191,,,,,Pharmacognosy research
29333010,hypertension,147,,,,,Indian journal of medical and paediatric oncology : official journal of Indian Society of Medical & Paediatric Oncology
29332746,hypertension,136,,,,,Journal of bodywork and movement therapies
29332678,hypertension,133,,,,,Sleep health
29332673,hypertension,152,,,,,Sleep health
29332633,hypertension,133,,,,,Journal of psychosomatic research
29331792,hypertension,140,,,,,Pharmacological reports : PR
29331442,hypertension,139,,,,,"Clinical nutrition (Edinburgh, Scotland)"
29331103,hypertension,158,,,,,Romanian journal of internal medicine = Revue roumaine de medecine interne
29331003,hypertension,122,,,,,"Journal of Ayub Medical College, Abbottabad : JAMC"
29329761,hypertension,136,,,,,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation
29329002,hypertension,143,,,,,European journal of medicinal chemistry
29327527,hypertension,178,,,,,The Journal of the Association of Physicians of India
29326910,hypertension,105,,,,,Frontiers in pediatrics
29326859,hypertension,66,,,,,Cureus
29326775,hypertension,80,,,,,Heart views : the official journal of the Gulf Heart Association
29326507,hypertension,138,,,,,Contemporary clinical dentistry
29326492,hypertension,60,,,,,Indian journal of pharmacology
29325854,hypertension,122,,,,,"Oral surgery, oral medicine, oral pathology and oral radiology"
29325846,hypertension,167,,,,,Journal of cardiothoracic and vascular anesthesia
29325841,hypertension,137,,,,,Journal of cardiothoracic and vascular anesthesia
29325738,hypertension,149,,,,,Clinical genitourinary cancer
29325684,hypertension,137,,,,,Respiratory investigation
29325370,hypertension,204,,,,,Zhonghua xin xue guan bing za zhi
29325324,hypertension,204,,,,,Zhonghua yi xue za zhi
29325264,hypertension,141,,,,,Zhonghua fu chan ke za zhi
29323835,hypertension,80,,,,,WMJ : official publication of the State Medical Society of Wisconsin
29323064,hypertension,119,,,,,Indian journal of pathology & microbiology
29322732,hypertension,208,,,,,Advances in gerontology = Uspekhi gerontologii
29322719,hypertension,46,,,,,The Journal of the Association of Physicians of India
29322715,hypertension,47,,,,,The Journal of the Association of Physicians of India
29322712,hypertension,156,,,,,The Journal of the Association of Physicians of India
29322708,hypertension,109,,,,,The Journal of the Association of Physicians of India
29321950,hypertension,179,,,,,Cureus
29321346,hypertension,149,,,,,Journal of genetics
29319764,hypertension,127,,,,,Jornal brasileiro de nefrologia : 'orgao oficial de Sociedades Brasileira e Latino-Americana de Nefrologia
29319724,hypertension,121,,,,,"Clinics (Sao Paulo, Brazil)"
29319259,hypertension,30,,,,,The Journal of the Association of Physicians of India
29319258,hypertension,67,,,,,The Journal of the Association of Physicians of India
29319248,hypertension,97,,,,,The Journal of the Association of Physicians of India
29319245,hypertension,136,,,,,The Journal of the Association of Physicians of India
29319008,hypertension,128,,,,,Noise & health
29318995,hypertension,111,,,,,Turkiye parazitolojii dergisi
29318193,hypertension,53,,,,,"Open medicine (Warsaw, Poland)"
29318185,hypertension,100,,,,,"Open medicine (Warsaw, Poland)"
29318067,hypertension,97,,,,,Case reports in neurological medicine
29318047,hypertension,175,,,,,Journal of lipids
29318013,hypertension,165,,,,,SAGE open medical case reports
29317985,hypertension,130,,,,,Oxidative medicine and cellular longevity
29317956,hypertension,136,,,,,Journal of clinical medicine research
29317927,hypertension,131,,,,,Pharmacy practice
29317924,hypertension,125,,,,,Pharmacy practice
29317843,hypertension,137,,,,,International journal of nephrology and renovascular disease
29317841,hypertension,124,,,,,"Diabetes, metabolic syndrome and obesity : targets and therapy"
29317587,hypertension,58,,,,,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences
29317191,hypertension,160,,,,,Clinical lung cancer
29317176,hypertension,117,,,,,Annals of epidemiology
29317120,hypertension,154,,,,,Journal of cardiothoracic and vascular anesthesia
29317060,hypertension,129,,,,,Medical hypotheses
29317057,hypertension,61,,,,,Medical hypotheses
29312991,hypertension,105,,,,,BioMed research international
29312974,hypertension,103,,,,,Hepatobiliary surgery and nutrition
29312923,hypertension,99,,,,,Frontiers in chemistry
29312783,hypertension,99,,,,,Journal of transplantation
29312771,hypertension,48,,,,,Journal of thoracic disease
29312769,hypertension,52,,,,,Journal of thoracic disease
29312703,hypertension,155,,,,,Journal of thoracic disease
29312499,hypertension,115,,,,,American journal of translational research
29312484,hypertension,106,,,,,American journal of translational research
29312440,hypertension,101,,,,,Frontiers in genetics
29312437,hypertension,95,,,,,Frontiers in genetics
29312150,hypertension,175,,,,,Frontiers in endocrinology
29312113,hypertension,59,,,,,Frontiers in neurology
29311995,hypertension,215,,,,,Frontiers in physiology
29311978,hypertension,218,,,,,Frontiers in physiology
29311962,hypertension,105,,,,,Frontiers in physiology
29311923,hypertension,179,,,,,Frontiers in pharmacology
29311705,hypertension,146,,,,,Journal of human hypertension
29311704,hypertension,134,,,,,Journal of human hypertension
29311519,hypertension,126,,,,,Circulation journal : official journal of the Japanese Circulation Society
29310971,hypertension,127,,,,,"Nutrition, metabolism, and cardiovascular diseases : NMCD"
29310945,hypertension,140,,,,,Journal of biomechanics
29310938,hypertension,129,,,,,Journal of cardiothoracic and vascular anesthesia
29310894,hypertension,168,,,,,"Clinical nutrition (Edinburgh, Scotland)"
29310811,hypertension,146,,,,,The Kaohsiung journal of medical sciences
29310803,hypertension,136,,,,,"Advances in pharmacology (San Diego, Calif.)"
29310800,hypertension,164,,,,,"Advances in pharmacology (San Diego, Calif.)"
29310796,hypertension,125,,,,,"Advances in pharmacology (San Diego, Calif.)"
29310415,hypertension,100,,,,,Medicine
29310361,hypertension,134,,,,,Medicine
29310349,hypertension,112,,,,,Medicine
29310346,hypertension,181,,,,,Medicine
29310345,hypertension,106,,,,,Medicine
29310342,hypertension,119,,,,,Medicine
29310332,hypertension,148,,,,,Medicine
29310327,hypertension,126,,,,,Medicine
29310117,hypertension,129,,,,,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
29310113,hypertension,121,,,,,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
29309921,hypertension,162,,,,,"European journal of obstetrics, gynecology, and reproductive biology"
29309677,hypertension,142,,,,,Sleep
29309658,hypertension,146,,,,,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
29309655,hypertension,145,,,,,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
29309533,hypertension,103,,,,,Cardiovascular research
29308447,hypertension,105,,,,,Journal of the Endocrine Society
29308003,hypertension,74,,,,,World journal of gastroenterology
29307998,hypertension,147,,,,,World journal of gastroenterology
29307924,hypertension,272,,,,,Radiologia brasileira
29307660,hypertension,128,,,,,"Nutrition, metabolism, and cardiovascular diseases : NMCD"
29307458,hypertension,121,,,,,The American journal of cardiology
29306907,hypertension,149,,,,,Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakologiai Egyesulet lapja = official journal of the Hungarian Association of Psychopharmacology
29306636,hypertension,99,,,,,Parkinsonism & related disorders
29306522,hypertension,180,,,,,Clinical colorectal cancer
29306249,hypertension,107,,,,,Turkish journal of medical sciences
29305116,hypertension,142,,,,,Journal of the American Society of Hypertension : JASH
29304463,hypertension,160,,,,,Cancer treatment reviews
29302582,hypertension,142,,,,,Journal of cancer prevention
29302550,hypertension,135,,,,,Journal of family medicine and primary care
29302544,hypertension,127,,,,,Journal of family medicine and primary care
29302540,hypertension,179,,,,,Journal of family medicine and primary care
29302537,hypertension,131,,,,,Journal of family medicine and primary care
29302532,hypertension,151,,,,,Journal of family medicine and primary care
29302463,hypertension,125,,,,,Cardiovascular diagnosis and therapy
29302452,hypertension,151,,,,,Journal of visualized surgery
29302380,hypertension,116,,,,,AJP reports
29302330,hypertension,126,,,,,"Endocrinology, diabetes & metabolism case reports"
29302260,hypertension,49,,,,,Frontiers in physiology
29301728,hypertension,136,,,,,Diabetes & metabolic syndrome
29301601,hypertension,96,,,,,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih
29301598,hypertension,129,,,,,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih
29301239,hypertension,102,,,,,"Molecules (Basel, Switzerland)"
29300995,hypertension,109,,,,,The Journal of clinical endocrinology and metabolism
29300986,hypertension,129,,,,,International journal for quality in health care : journal of the International Society for Quality in Health Care
29299897,hypertension,86,,,,,Infection & chemotherapy
29299366,hypertension,161,,,,,Journal of gastrointestinal oncology
29299337,hypertension,184,,,,,Clinical hypertension
29299336,hypertension,126,,,,,Clinical hypertension
29299319,hypertension,145,,,,,Journal of pharmaceutical policy and practice
29299078,hypertension,172,,,,,The open ophthalmology journal
29299019,hypertension,130,,,,,Tropical medicine and health
29298967,hypertension,57,,,,,Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego
29298962,hypertension,115,,,,,Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego
29297445,hypertension,109,,,,,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease
29297288,hypertension,168,,,,,BMC bioinformatics
29296972,hypertension,149,,,,,Blood advances
29296901,hypertension,149,,,,,Blood advances
29296809,hypertension,11,,,,,Blood advances
29296724,hypertension,151,,,,,Blood advances
29296605,hypertension,129,,,,,Journal of education and health promotion
29296595,hypertension,156,,,,,Open veterinary journal
29296252,hypertension,121,,,,,Journal of community hospital internal medicine perspectives
29296248,hypertension,143,,,,,Journal of community hospital internal medicine perspectives
29296218,hypertension,121,,,,,Oncotarget
29296123,hypertension,176,,,,,Diabetology & metabolic syndrome
29296095,hypertension,122,,,,,Integrated blood pressure control
29296066,hypertension,145,,,,,Journal of the Saudi Heart Association
29296046,hypertension,114,,,,,Ci ji yi xue za zhi = Tzu-chi medical journal
29295575,hypertension,82,,,,,International journal of environmental research and public health
29295317,hypertension,50,,,,,Studies in health technology and informatics
29295293,hypertension,76,,,,,Studies in health technology and informatics
29295282,hypertension,84,,,,,Studies in health technology and informatics
29295255,hypertension,102,,,,,Studies in health technology and informatics
29295181,hypertension,94,,,,,Studies in health technology and informatics
29294570,hypertension,86,,,,,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi
29294265,hypertension,174,,,,,Postepy biochemii
29294263,hypertension,193,,,,,Postepy biochemii
29294001,hypertension,139,,,,,European journal of public health
29293982,hypertension,337,,,,,Human reproduction update
29293917,hypertension,100,,,,,Endocrinology
29293484,hypertension,62,,,,,A & A case reports
29293258,hypertension,93,,,,,Cardiovascular journal of Africa
29293178,hypertension,133,,,,,Anesthesia and analgesia
29292958,hypertension,110,,,,,Lakartidningen
29292753,hypertension,139,,,,,International journal of environmental research and public health
29292751,hypertension,117,,,,,Nutrients
29292734,hypertension,103,,,,,International journal of molecular sciences
29292714,hypertension,134,,,,,"Diseases (Basel, Switzerland)"
29292660,hypertension,67,,,,,Journal of health psychology
29292653,hypertension,117,,,,,Asia-Pacific journal of public health
29292401,hypertension,91,,,,,Evidence-based complementary and alternative medicine : eCAM
29292213,hypertension,110,,,,,Pharmacological research
29292181,hypertension,94,,,,,Clinics and research in hepatology and gastroenterology
29292165,hypertension,74,,,,,"Neurocirugia (Asturias, Spain)"
29292049,hypertension,134,,,,,Journal of clinical lipidology
29292046,hypertension,177,,,,,Journal of ethnopharmacology
29291959,hypertension,160,,,,,Journal of the American Medical Directors Association
29291891,hypertension,149,,,,,Journal of the Chinese Medical Association : JCMA
29291889,hypertension,139,,,,,The American journal of cardiology
29291410,hypertension,260,,,,,American journal of obstetrics and gynecology
29291393,hypertension,145,,,,,Brain research
29291365,hypertension,99,,,,,Developmental period medicine
29291174,hypertension,166,,,,,International journal of critical illness and injury science
29291130,hypertension,150,,,,,BMJ global health
29290905,hypertension,49,,,,,Journal of radiology case reports
29290834,hypertension,148,,,,,The open cardiovascular medicine journal
29290508,hypertension,130,,,,,The American journal of emergency medicine
29290494,hypertension,138,,,,,Journal of vascular surgery
29290461,hypertension,133,,,,,Journal francais d'ophtalmologie
29290367,hypertension,150,,,,,The American journal of cardiology
29290366,hypertension,75,,,,,Atherosclerosis
29290364,hypertension,131,,,,,"Nutrition (Burbank, Los Angeles County, Calif.)"
29290360,hypertension,128,,,,,"Nutrition (Burbank, Los Angeles County, Calif.)"
29290310,hypertension,143,,,,,Kidney international
29290216,hypertension,106,,,,,Maturitas
29290033,hypertension,161,,,,,"Pediatric nephrology (Berlin, Germany)"
29290032,hypertension,149,,,,,"Journal of molecular medicine (Berlin, Germany)"
29290029,hypertension,150,,,,,The international journal of cardiovascular imaging
29289980,hypertension,115,,,,,"Magma (New York, N.Y.)"
29289960,hypertension,124,,,,,Journal of human hypertension
29289894,hypertension,116,,,,,Journal of pharmaceutical and biomedical analysis
29289651,hypertension,130,,,,,Journal of molecular and cellular cardiology
29289576,hypertension,130,,,,,Pharmacological research
29289486,hypertension,160,,,,,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis
29289477,hypertension,168,,,,,American journal of kidney diseases : the official journal of the National Kidney Foundation
29289476,hypertension,180,,,,,American journal of kidney diseases : the official journal of the National Kidney Foundation
29289467,hypertension,96,,,,,Journal of the American Society of Hypertension : JASH
29289466,hypertension,155,,,,,Journal of the American Society of Hypertension : JASH
29289402,hypertension,96,,,,,The Canadian journal of cardiology
29289256,hypertension,136,,,,,The American journal of the medical sciences
29288933,hypertension,156,,,,,Current opinion in pharmacology
29288728,hypertension,139,,,,,Gene
29288726,hypertension,133,,,,,Neuroscience letters
29288667,hypertension,131,,,,,Biochemical and biophysical research communications
29288290,hypertension,125,,,,,CEN case reports
29288189,hypertension,133,,,,,BMJ open
29288157,hypertension,155,,,,,Journal of the American Heart Association
29287992,hypertension,156,,,,,Gastroenterologia y hepatologia
29287945,hypertension,153,,,,,Journal of the American Society of Hypertension : JASH
29287894,hypertension,117,,,,,Nephrologie & therapeutique
29287775,hypertension,72,,,,,Biochimica et biophysica acta
29287767,hypertension,146,,,,,European journal of internal medicine
29287725,hypertension,120,,,,,Biochemical and biophysical research communications
29287600,hypertension,125,,,,,Journal of medical case reports
29287584,hypertension,125,,,,,BMC nephrology
29287179,hypertension,117,,,,,Environmental research
29287004,hypertension,142,,,,,Journal of pediatric gastroenterology and nutrition
29286988,hypertension,138,,,,,"Menopause (New York, N.Y.)"
29286840,hypertension,162,,,,,Journal of dietary supplements
29286554,hypertension,134,,,,,Journal of veterinary internal medicine
29286546,hypertension,71,,,,,Pharmacotherapy
29286478,hypertension,158,,,,,Journal of visualized experiments : JoVE
29286319,hypertension,109,,,,,International journal of molecular sciences
29286265,hypertension,48,,,,,Cardiology in the young
29286158,hypertension,168,,,,,Molecular medicine reports
29286128,hypertension,134,,,,,Molecular medicine reports
29286094,hypertension,147,,,,,International journal of molecular medicine
29285823,hypertension,146,,,,,Health & social care in the community
29285766,hypertension,50,,,,,European journal of clinical investigation
29285726,hypertension,130,,,,,The international journal of cardiovascular imaging
29285723,hypertension,112,,,,,Biological trace element research
29285630,hypertension,114,,,,,Maternal and child health journal
29285538,hypertension,171,,,,,JAMA oncology
29285450,hypertension,138,,,,,Indian journal of endocrinology and metabolism
29285448,hypertension,149,,,,,Indian journal of endocrinology and metabolism
29285341,hypertension,189,,,,,Interface focus
29285328,hypertension,194,,,,,ORAL & implantology
29285318,hypertension,140,,,,,Oncotarget
29285313,hypertension,118,,,,,Oncotarget
29285275,hypertension,99,,,,,Oncotarget
29285138,hypertension,143,,,,,Experimental and therapeutic medicine
29285082,hypertension,117,,,,,Experimental and therapeutic medicine
29285069,hypertension,157,,,,,Experimental and therapeutic medicine
29285068,hypertension,134,,,,,Experimental and therapeutic medicine
29285063,hypertension,130,,,,,Experimental and therapeutic medicine
29284999,hypertension,131,,,,,Materia socio-medica
29284990,hypertension,183,,,,,Materia socio-medica
29284886,hypertension,58,,,,,"Anesthesia, essays and researches"
29284759,hypertension,181,,,,,The oncologist
29284738,hypertension,157,,,,,Stroke
29284700,hypertension,157,,,,,"Global health, science and practice"
29284598,hypertension,185,,,,,AJNR. American journal of neuroradiology
29284570,hypertension,145,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284569,hypertension,136,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284568,hypertension,143,,,,,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
29284565,hypertension,161,,,,,Journal of clinical densitometry : the official journal of the International Society for Clinical Densitometry
29284530,hypertension,143,,,,,Trials
29284512,hypertension,136,,,,,Journal of cardiothoracic surgery
29284464,hypertension,132,,,,,BMC public health
29284456,hypertension,156,,,,,BMC pregnancy and childbirth
29284436,hypertension,189,,,,,BMC psychiatry
29284408,hypertension,130,,,,,BMC family practice
29284387,hypertension,72,,,,,Current drug targets
29284349,hypertension,148,,,,,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners
29284239,hypertension,98,,,,,Annals of agricultural and environmental medicine : AAEM
29284227,hypertension,149,,,,,Annals of agricultural and environmental medicine : AAEM
29284225,hypertension,154,,,,,Annals of agricultural and environmental medicine : AAEM
29284182,hypertension,124,,,,,Mycoses
29284159,hypertension,136,,,,,Hong Kong medical journal = Xianggang yi xue za zhi
29283974,hypertension,130,,,,,Journal of hypertension
29283475,hypertension,172,,,,,International journal of clinical practice
29283434,hypertension,347,,,,,The Cochrane database of systematic reviews
29283409,hypertension,121,,,,,International journal of molecular sciences
29283089,hypertension,128,,,,,Canadian Urological Association journal = Journal de l'Association des urologues du Canada
29283072,hypertension,95,,,,,Current rheumatology reviews
29283044,hypertension,109,,,,,Pulmonary circulation
29283043,hypertension,91,,,,,Pulmonary circulation
29283029,hypertension,166,,,,,Pulmonary circulation
29282676,hypertension,179,,,,,Clinical drug investigation
29282635,hypertension,148,,,,,Digestive diseases and sciences
29282558,hypertension,162,,,,,Surgical case reports
29282509,hypertension,93,,,,,World journal of surgery
29282395,hypertension,110,,,,,Case reports in dermatology
29282357,hypertension,126,,,,,Blood cancer journal
29282137,hypertension,208,,,,,"Journal of health, population, and nutrition"
29282129,hypertension,169,,,,,Lipids in health and disease
29282104,hypertension,141,,,,,"Critical care (London, England)"
29282085,hypertension,110,,,,,Lipids in health and disease
29282052,hypertension,199,,,,,BMC health services research
29282032,hypertension,156,,,,,BMC pulmonary medicine
29282014,hypertension,244,,,,,BMC nephrology
29282004,hypertension,190,,,,,BMC cancer
29282003,hypertension,114,,,,,BMC nephrology
29281978,hypertension,133,,,,,BMC geriatrics
29281864,hypertension,153,,,,,"Anatomical record (Hoboken, N.J. : 2007)"
29281775,hypertension,95,,,,,Nephrology nursing journal : journal of the American Nephrology Nurses' Association
29281605,hypertension,66,,,,,Cleveland Clinic journal of medicine
29281559,hypertension,141,,,,,Cancer biology & therapy
29281341,hypertension,97,,,,,Journal of dietary supplements
29281178,hypertension,113,,,,,Molecular nutrition & food research
29281158,hypertension,152,,,,,Pediatrics international : official journal of the Japan Pediatric Society
29281114,hypertension,152,,,,,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
29281101,hypertension,149,,,,,European heart journal
29281076,hypertension,159,,,,,European heart journal
29280941,hypertension,144,,,,,International journal of molecular sciences
29280927,hypertension,150,,,,,"Shock (Augusta, Ga.)"
29280743,hypertension,167,,,,,Journal of clinical research in pediatric endocrinology
29280694,hypertension,99,,,,,The Journal of laryngology and otology
29280658,hypertension,86,,,,,Nutricion hospitalaria
29280649,hypertension,104,,,,,Nutricion hospitalaria
29280648,hypertension,153,,,,,Nutricion hospitalaria
29280273,hypertension,145,,,,,Journal of internal medicine
29280230,hypertension,112,,,,,Journal of intellectual disability research : JIDR
29280189,hypertension,121,,,,,Clinical endocrinology
29280046,hypertension,131,,,,,Clinical and experimental nephrology
29279756,hypertension,150,,,,,Asian spine journal
29279710,hypertension,65,,,,,Case reports in neurology
29279654,hypertension,138,,,,,Middle East African journal of ophthalmology
29279639,hypertension,115,,,,,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine"
29279530,hypertension,109,,,,,International heart journal
29279515,hypertension,72,,,,,"Internal medicine (Tokyo, Japan)"
29279414,hypertension,127,,,,,Physiological reports
29279364,hypertension,162,,,,,Respiratory care
29279317,hypertension,145,,,,,"Hypertension (Dallas, Tex. : 1979)"
29279316,hypertension,134,,,,,"Hypertension (Dallas, Tex. : 1979)"
29279315,hypertension,152,,,,,"Hypertension (Dallas, Tex. : 1979)"
29279314,hypertension,131,,,,,"Hypertension (Dallas, Tex. : 1979)"
29279312,hypertension,164,,,,,"Hypertension (Dallas, Tex. : 1979)"
29279304,hypertension,166,,,,,Journal of the American Society of Nephrology : JASN
29279000,hypertension,211,,,,,Disability and rehabilitation
29278986,hypertension,171,,,,,Journal of telemedicine and telecare
29278980,hypertension,114,,,,,Journal of pharmacy practice
29278722,hypertension,125,,,,,Clinica chimica acta; international journal of clinical chemistry
29278670,hypertension,125,,,,,Discovery medicine
29278545,hypertension,206,,,,,Investigative radiology
29278541,hypertension,119,,,,,Current opinion in nephrology and hypertension
29278511,hypertension,137,,,,,"Hormones (Athens, Greece)"
29278444,hypertension,146,,,,,Basic & clinical pharmacology & toxicology
29278388,hypertension,118,,,,,"Behavioral sciences (Basel, Switzerland)"
29278287,hypertension,142,,,,,Geriatrics & gerontology international
